sentence,cluster,orig_idx,title,umap_x,umap_y
shortly after takeoff the pilot issued a mayday signal before the plane lost altitude and crashed into a hostel resulting in a massive fireball.ahmedabad plane crash live aviation expert captain steve discusses theories behind air india crash,18,40,ahmedabad plane crash live aviation expert captain steve discusses theories behind air india crash,0.55298835,5.788574
footage shown on local television channels showed smoke billowing from the crash site near the airport in ahmedabad air india flight to london gatwick crashes in ahmedabad with 244 people onboard latest updates ?,11,41,smoke rises above ahmedabad in first images from air india plane crash,-1.8069655,3.620419
contribute to the guardian today ?,-1,41,smoke rises above ahmedabad in first images from air india plane crash,11.671529,2.4053607
smoke rises above ahmedabad in first images from air india plane crash,11,41,smoke rises above ahmedabad in first images from air india plane crash,-2.0140939,3.6013625
an air india boeing 787 dreamliner flight ai 171 crashed near ahmedabad minutes after takeoff from sardar vallabhbhai patel international airport marking the first catastrophic loss of this aircraft model since its 2011 debut.,20,42,air india boeing 787 8 dreamliner crashes in ahmedabad over 200 dead one miracle survivor emerges,-0.36506045,6.301457
the flight was en route to london and was carrying 230 passengers and 12 crew members.,5,42,air india boeing 787 8 dreamliner crashes in ahmedabad over 200 dead one miracle survivor emerges,1.7731552,8.833299
the plane exploded into a fireball upon impact resulting in over 200 feared casualties.,10,42,air india boeing 787 8 dreamliner crashes in ahmedabad over 200 dead one miracle survivor emerges,-1.385331,4.0899825
one survivor vishwas kumar ramesh miraculously escaped and recounted the terrifying experience.,16,42,air india boeing 787 8 dreamliner crashes in ahmedabad over 200 dead one miracle survivor emerges,3.046444,6.271311
former gujarat chief minister vijay rupani was confirmed among the deceased.,-1,42,air india boeing 787 8 dreamliner crashes in ahmedabad over 200 dead one miracle survivor emerges,1.8193218,6.1376724
home minister amit shah visited the crash site.,12,42,air india boeing 787 8 dreamliner crashes in ahmedabad over 200 dead one miracle survivor emerges,2.2172885,4.994056
investigators are relying on the black box to uncover the cause.,15,42,air india boeing 787 8 dreamliner crashes in ahmedabad over 200 dead one miracle survivor emerges,1.5640533,3.347294
the crash has had immediate financial repercussions with boeing shares dropping 8 in us pre market trading.,20,42,air india boeing 787 8 dreamliner crashes in ahmedabad over 200 dead one miracle survivor emerges,-0.32592317,6.0820365
the tata group announced compensation of one crore rupees for each victim s family.air india boeing 787 8 dreamliner crashes in ahmedabad over 200 dead one miracle survivor emerges,19,42,air india boeing 787 8 dreamliner crashes in ahmedabad over 200 dead one miracle survivor emerges,-0.019353332,6.264557
video shows moment air india ahmedabad london plane crashed after takeoff.ahmedabad plane crash video shows moment air india ahmedabad london plane crashed after take off,25,43,ahmedabad plane crash video shows moment air india ahmedabad london plane crashed after take off,-0.10092157,5.4755545
aviation ministry press briefing on ahmedabad plane crash live air india plane crash updates,26,44,aviation ministry press briefing on ahmedabad plane crash live air india plane crash updates,0.59921,5.193222
an air india passenger aircraft carrying 242 passengers crashed near ahmedabad airport shortly after takeoff.,22,45,ahmedabad plane crash air india flight crashes near ahmedabad airport 242 passengers on board,-0.5047251,7.6771793
the boeing 787 was en route to london when the incident occurred.,4,45,ahmedabad plane crash air india flight crashes near ahmedabad airport 242 passengers on board,1.0273831,8.967477
emergency services including seven fire engines have been rushed to the spot.,1,45,ahmedabad plane crash air india flight crashes near ahmedabad airport 242 passengers on board,-0.75781894,2.2877028
thick black smoke is visible from the crash site which is in the immediate vicinity of the airport premises.,11,45,ahmedabad plane crash air india flight crashes near ahmedabad airport 242 passengers on board,-1.8158219,3.2874382
the cause of the crash is yet to be determined.ahmedabad plane crash air india flight crashes near ahmedabad airport 242 passengers on board,-1,45,ahmedabad plane crash air india flight crashes near ahmedabad airport 242 passengers on board,0.07692498,6.934415
thick smoke spotted at the scene no casualties confirmed so far.,11,46,ahmedabad plane crash live reason behind air india plane crash revealed gujarat plane crash live,-1.8172488,3.2498126
we provide much more than the news of the day.,2,46,ahmedabad plane crash live reason behind air india plane crash revealed gujarat plane crash live,11.987678,2.095669
our aim is to empower people to explore their world.,2,46,ahmedabad plane crash live reason behind air india plane crash revealed gujarat plane crash live,11.604567,1.8729004
with our global headquarters in new delhi we bring you news on the hour by the hour.,3,46,ahmedabad plane crash live reason behind air india plane crash revealed gujarat plane crash live,12.228249,-0.15541084
we deliver information that is not biased.,2,46,ahmedabad plane crash live reason behind air india plane crash revealed gujarat plane crash live,11.985676,2.1701653
we are journalists who are neutral to the core and non partisan when it comes to world politics.,2,46,ahmedabad plane crash live reason behind air india plane crash revealed gujarat plane crash live,12.124351,1.9789022
people are tired of biased reportage and we stand for a globalized united world.,2,46,ahmedabad plane crash live reason behind air india plane crash revealed gujarat plane crash live,12.167393,1.9988471
so for us the world is truly one.ahmedabad plane crash live reason behind air india plane crash revealed gujarat plane crash live,26,46,ahmedabad plane crash live reason behind air india plane crash revealed gujarat plane crash live,0.67888623,5.4406195
ahmedabad plane crash shocking video shocking video footage captures the terrifying moment an air india boeing 787 dreamliner operating as flight ai171 from ahmedabad to london crashed just minutes after takeoff on thursday afternoon.,20,47,ahmedabad plane crash shocking video moment air india flight with 242 people crashes near ahmedabad,-0.22328246,5.921593
the aircraft carrying 242 people including 230 passengers and 12 crew members plunged near the sardar vallabhbhai patel international airport shortly after its 1 10 pm ist departure.,22,47,ahmedabad plane crash shocking video moment air india flight with 242 people crashes near ahmedabad,-0.41943464,7.629336
thick black smoke billowed from the crash site as emergency services rushed to respond.,11,47,ahmedabad plane crash shocking video moment air india flight with 242 people crashes near ahmedabad,-1.8795019,3.3256502
flight tracking data showed the last signal from the plane vt anb was received at 1 38 pm ist suggesting the crash occurred almost immediately after liftoff.,10,47,ahmedabad plane crash shocking video moment air india flight with 242 people crashes near ahmedabad,-1.2752954,4.7021413
authorities are investigating the cause of the tragic accident.,14,47,ahmedabad plane crash shocking video moment air india flight with 242 people crashes near ahmedabad,0.51748705,3.462927
catch the latest news and updates here from india and the world.,3,47,ahmedabad plane crash shocking video moment air india flight with 242 people crashes near ahmedabad,12.290701,-0.3344027
our team ensures a wide spectrum coverage.,2,47,ahmedabad plane crash shocking video moment air india flight with 242 people crashes near ahmedabad,11.9360485,2.2659237
from the corridors of power to the thrill of sports.,2,47,ahmedabad plane crash shocking video moment air india flight with 242 people crashes near ahmedabad,12.128373,1.863868
a dash of entertainment and a dollop of trendy tales.,2,47,ahmedabad plane crash shocking video moment air india flight with 242 people crashes near ahmedabad,12.064974,1.6902722
stay connected stay informed with oneindia.ahmedabad plane crash shocking video moment air india flight with 242 people crashes near ahmedabad,26,47,ahmedabad plane crash shocking video moment air india flight with 242 people crashes near ahmedabad,0.6467174,5.390105
what does a black box do an air india ahmedabad london flight took off at 1.39 pm.,15,48,air india plane crash what is a black box in an aircraft,1.7289779,3.4046326
under a minute later it plummeted from an altitude of 625 feet and crashed into a doctors hostel with several casualties feared both inside the aircraft and in the building it damaged.,19,48,air india plane crash what is a black box in an aircraft,-1.0371854,6.29576
the plane erupted into flames sending thick smoke into the sky.,10,48,air india plane crash what is a black box in an aircraft,-1.4223609,4.038307
as firefighting and rescue teams work on the spot of the crash a deeper look into the reason behind it will likely be clear from a small box sitting in a corner of the aircraft the black box.air india plane crash what is a black box in an aircraft,13,48,air india plane crash what is a black box in an aircraft,1.0327015,3.9474175
tragedy struck on thursday afternoon as an air india flight headed to london crashed near ahmedabad airport shortly after take off.,22,49,live air india ahmedabad london flight crashes minutes after takeoff,-0.767284,7.4537187
flight ai171 a boeing 787 8 dreamliner was carrying 230 passengers and 12 crew members when the incident occurred.,5,49,live air india ahmedabad london flight crashes minutes after takeoff,1.4875404,8.615559
civil aviation minister kinjarapu ram mohan naidu is en route to the crash site of the air india boeing 787 that went down soon after departing from ahmedabad s sardar vallabhbhai patel international airport.,13,49,live air india ahmedabad london flight crashes minutes after takeoff,2.0812302,4.8471093
air india confirmed the incident involving flight ai171 which was scheduled to operate from ahmedabad to london gatwick.,-1,49,live air india ahmedabad london flight crashes minutes after takeoff,0.12646022,6.5714335
according to flight tracking service flightradar24 the aircraft lost signal at 08 08 51 utc just moments after takeoff.,10,49,live air india ahmedabad london flight crashes minutes after takeoff,-1.2935513,4.6994696
the flight had a total of 242 individuals onboard including both passengers and crew.,5,49,live air india ahmedabad london flight crashes minutes after takeoff,1.8108686,8.777738
a disturbing video has also surfaced capturing the horrifying moment the aircraft went down followed by thick black smoke rising into the sky from the crash site.,11,49,live air india ahmedabad london flight crashes minutes after takeoff,-1.6114609,3.5948603
thank you for watching!,0,49,live air india ahmedabad london flight crashes minutes after takeoff,8.919241,3.078972
business today tv will also bring you all you need to know about mutual funds insurance loans and pension plans among others.live air india ahmedabad london flight crashes minutes after takeoff,-1,49,live air india ahmedabad london flight crashes minutes after takeoff,0.7673655,5.221269
in a tragic incident an air india flight to london crashed shortly after take off near the ahmedabad airport on thursday afternoon.,22,50,how air india flight crashed just after take off plane crash ahmedabad,-0.7358577,7.5119767
the flight a boeing 787 8 dreamliner carried 242 people including 230 passengers and 12 crew members.,5,50,how air india flight crashed just after take off plane crash ahmedabad,1.614441,8.633338
know more.how air india flight crashed just after take off plane crash ahmedabad,26,50,how air india flight crashed just after take off plane crash ahmedabad,0.37423068,5.620112
boeing in hot water after air india plane crash black box recovered vantage with palki sharma a devastating tragedy unfolded in ahmedabad as an air india boeing 787 dreamliner crashed shortly after takeoff killing 265 people including students on the ground.,13,51,boeing in hot water after air india plane crash black box recovered vantage with palki sharma,0.90166324,4.5378337
with only one miraculous survivor and a nation in mourning palki sharma looks at the human cost the ongoing investigation and the urgent questions surrounding aircraft safety.,13,51,boeing in hot water after air india plane crash black box recovered vantage with palki sharma,0.95427465,4.4556565
catering to a global audience vantage covers the biggest news stories from a 360 degree perspective giving viewers a chance to assess the impact of world events through a uniquely indian lens.,3,51,boeing in hot water after air india plane crash black box recovered vantage with palki sharma,12.137512,0.43984288
the show is anchored by palki sharma managing editor firstpost.,3,51,boeing in hot water after air india plane crash black box recovered vantage with palki sharma,11.944947,0.7737928
by breaking stereotypes vantage aims to challenge conventional wisdom and present an alternative view on global affairs defying the norm and opening the door to new perspectives.,3,51,boeing in hot water after air india plane crash black box recovered vantage with palki sharma,12.136159,0.49343044
the show goes beyond the headlines to uncover the hidden stories making vantage a destination for thought provoking ideas.,2,51,boeing in hot water after air india plane crash black box recovered vantage with palki sharma,12.069472,1.666174
vantage airs monday to friday at 9 pm ist on firstpost across all leading platforms. ?,3,51,boeing in hot water after air india plane crash black box recovered vantage with palki sharma,11.951085,0.757549
boeing in hot water after air india plane crash black box recovered vantage with palki sharma,-1,51,boeing in hot water after air india plane crash black box recovered vantage with palki sharma,1.3948622,4.002031
at least one passenger on board air india flight 171 to london gatwick survived local police said.,16,52,at least one passenger survived the air india crash police say,2.9385412,6.6624503
the hindustan times named the survivor as a british national vishwash kumar ramesh and said he was receiving treatment.at least one passenger survived the air india crash police say,16,52,at least one passenger survived the air india crash police say,2.8988304,6.581892
from a senior pilot just months away from retirement to a young woman who inspired her entire village the six crew members aboard the ill fated air india flight had stories that touched hearts.,17,53,air india crash the 6 crew members india lost stories of service dreams sacrifice,1.451505,6.5572534
here is the story of captain sumeet sabharwal clive kundar deepak pathak nganthoi sharma saineeta chakravarty maithili patil and roshni songhare their dedication dreams and the legacy they leave behind.,17,53,air india crash the 6 crew members india lost stories of service dreams sacrifice,1.4289416,6.644333
the indian express covers a wide spectrum of national and international news including daily updates political developments election coverage gadget and mobile reviews technology updates entertainment news bollywood trends sports news and public opinions on daily topics.,8,53,air india crash the 6 crew members india lost stories of service dreams sacrifice,12.251417,-1.3581318
the indian express s comprehensive coverage extends to global events providing insightful analysis on international affairs.,8,53,air india crash the 6 crew members india lost stories of service dreams sacrifice,12.403797,-1.5421073
with a focus on both indian and global perspectives the indian express delivers top notch editorial analysis and in depth reporting.,8,53,air india crash the 6 crew members india lost stories of service dreams sacrifice,12.37543,-1.4793574
stay informed with the latest news trends explained and expert views from india and around the world.air india crash the 6 crew members india lost stories of service dreams sacrifice,-1,53,air india crash the 6 crew members india lost stories of service dreams sacrifice,1.0093911,5.2258058
ramesh 38 was seated in seat 11a located right behind an emergency exit on the flight that crashed near the ahmedabad airport on thursday afternoon killing more than 200 people.,-1,54,ahmedabad plane crash survivor news live air india confirms 241 passengers killed only 1 survivor,0.4513003,6.9058075
a video taken moments after the crash shows an injured ramesh walking towards an ambulance as bystanders surround him asking questions about the fate of the others on the plane.ahmedabad plane crash survivor news live air india confirms 241 passengers killed only 1 survivor,-1,54,ahmedabad plane crash survivor news live air india confirms 241 passengers killed only 1 survivor,0.66305274,6.8040853
first a mayday call from the cockpit of air india flight 171 just moments after take off.,18,55,british man survives air india plane crash that kills 290,0.7020562,6.067525
seconds later the plane had plunged down onto a built up area just outside the ahmedabad airport perimeter.,-1,55,british man survives air india plane crash that kills 290,-0.88466173,7.047831
169 indian nationals and 53 britons were on board making this one of the worst air disasters involving uk nationals since 9 11.,6,55,british man survives air india plane crash that kills 290,1.3319888,7.86504
a warning this report contains distressing scenes from the start.british man survives air india plane crash that kills 290,-1,55,british man survives air india plane crash that kills 290,1.4813817,5.6674104
the tragic air india plane crash has claimed 241 lives with only one survivor a british national of indian origin currently receiving treatment in ahmedabad s civil hospital.,23,56,air india plane crash 241 killed sole survivor breaks silence on dd india,0.781119,7.391914
the survivor s remarkable escape offers a rare glimpse into the disaster.,16,56,air india plane crash 241 killed sole survivor breaks silence on dd india,3.0759847,6.2062125
authorities continue investigations as families mourn the devastating loss.air india plane crash 241 killed sole survivor breaks silence on dd india,13,56,air india plane crash 241 killed sole survivor breaks silence on dd india,1.2414529,4.2852716
vishwash kumar ramesh the lone survivor of air india flight that crashed in the city of ahmedabad describes the moment he opened his eyes after the plane s impact.sole survivor of air india crash describes the moments after impact,16,57,sole survivor of air india crash describes the moments after impact,2.65577,6.266783
a day after air india flight ai 171 crashed near ahmedabad killing at least 265 people investigators recovered the aircraft s black box from the wreckage.,15,58,air india crash black box recovered pm visits site as death toll reaches 265,1.8605506,3.431173
initial findings suggest no sabotage but both engines of the boeing 787 reportedly failed to generate thrust after takeoff.,-1,58,air india crash black box recovered pm visits site as death toll reaches 265,0.9503201,8.514241
the aircraft burst into flames after hitting a medical college mess.,10,58,air india crash black box recovered pm visits site as death toll reaches 265,-1.4132679,4.0889316
among the dead are five mbbs students.,21,58,air india crash black box recovered pm visits site as death toll reaches 265,1.9220264,6.694623
one man ramesh vishwaskumar survived.,16,58,air india crash black box recovered pm visits site as death toll reaches 265,3.049863,6.411367
prime minister narendra modi visited the crash site and met the injured calling the tragedy devastating and expressing condolences to the families.,12,58,air india crash black box recovered pm visits site as death toll reaches 265,2.2730873,5.1384106
the indian express covers a wide spectrum of national and international news including daily updates political developments election coverage gadget and mobile reviews technology updates entertainment news bollywood trends sports news and public opinions on daily topics.,8,58,air india crash black box recovered pm visits site as death toll reaches 265,12.294529,-1.4002889
the indian express s comprehensive coverage extends to global events providing insightful analysis on international affairs.,8,58,air india crash black box recovered pm visits site as death toll reaches 265,12.39062,-1.5186547
with a focus on both indian and global perspectives the indian express delivers top notch editorial analysis and in depth reporting.,8,58,air india crash black box recovered pm visits site as death toll reaches 265,12.331411,-1.4198571
stay informed with the latest news trends explained and expert views from india and around the world.air india crash black box recovered pm visits site as death toll reaches 265,26,58,air india crash black box recovered pm visits site as death toll reaches 265,0.9920208,5.1192923
an air india flight en route to london from ahmedabad crashed in a residential area during takeoff.,22,59,breaking air india flight with 242 passengers crashes minutes after takeoff at ahmedabad airport,-0.8758403,7.6123548
there were reportedly over 200 passengers onboard.,5,59,breaking air india flight with 242 passengers crashes minutes after takeoff at ahmedabad airport,1.8673983,8.751247
visuals showed a thick plume of smoke emanating from the crash site.,11,59,breaking air india flight with 242 passengers crashes minutes after takeoff at ahmedabad airport,-1.8215085,3.2860458
india news hindustan times videos brings all the news for the global indian under one umbrella.,3,59,breaking air india flight with 242 passengers crashes minutes after takeoff at ahmedabad airport,12.29298,-0.2198315
we break down news from across the globe from the unique lens of a rising india.breaking air india flight with 242 passengers crashes minutes after takeoff at ahmedabad airport,24,59,breaking air india flight with 242 passengers crashes minutes after takeoff at ahmedabad airport,1.3221864,5.2513475
an air india plane carrying 217 adults and 11 children crashed minutes after taking off from india s ahmedabad on thursday.,22,60,air india plane crashes after takeoff in ahmedabad many killed,-0.5631917,7.823657
the boeing 787 8 dreamliner was bound for london s gatwick airport.,4,60,air india plane crashes after takeoff in ahmedabad many killed,0.84434825,9.131334
authorities said that many people were killed and that the plane struck a hostel building for doctors.air india plane crashes after takeoff in ahmedabad many killed,19,60,air india plane crashes after takeoff in ahmedabad many killed,-0.21950504,6.6162195
multiple pictures have surfaced showing the crashed air india plane at a medical college in gujarat s ahmedabad.,-1,61,bj medical college ahmedabad pics show air india plane crashed on medical students hostel,-0.8546739,6.2854085
the flight ai171 which was flying from ahmedabad to london was carrying 242 passengers and crew members.,6,61,bj medical college ahmedabad pics show air india plane crashed on medical students hostel,1.434613,8.196487
it crashed shortly after take off at 1 38 pm on thursday.,10,61,bj medical college ahmedabad pics show air india plane crashed on medical students hostel,-1.3215286,4.639213
tata owned air india said that 169 indians 53 british 1 canadian and 7 portuguese were on board the boeing 787 8 aircraft.,6,61,bj medical college ahmedabad pics show air india plane crashed on medical students hostel,1.4536507,8.073276
the visuals showed a part of the aircraft stuck inside the students hostel of the bj medical college.bj medical college ahmedabad pics show air india plane crashed on medical students hostel,19,61,bj medical college ahmedabad pics show air india plane crashed on medical students hostel,-0.8712438,6.1201754
with only one miraculous survivor and a nation in mourning palki sharma looks at the human cost the ongoing investigation and the urgent questions surrounding aircraft safety.,13,62,air india plane crash live 265 dead boeing dreamliner s black box recovered palki sharma n18g,0.9539015,4.440002
catering to a global audience vantage covers the biggest news stories from a 360 degree perspective giving viewers a chance to assess the impact of world events through a uniquely indian lens.,3,62,air india plane crash live 265 dead boeing dreamliner s black box recovered palki sharma n18g,12.124248,0.46304065
the show is anchored by palki sharma managing editor firstpost.,3,62,air india plane crash live 265 dead boeing dreamliner s black box recovered palki sharma n18g,11.945563,0.7715943
by breaking stereotypes vantage aims to challenge conventional wisdom and present an alternative view on global affairs defying the norm and opening the door to new perspectives.,3,62,air india plane crash live 265 dead boeing dreamliner s black box recovered palki sharma n18g,12.09817,0.55311525
the show goes beyond the headlines to uncover the hidden stories making vantage a destination for thought provoking ideas.,2,62,air india plane crash live 265 dead boeing dreamliner s black box recovered palki sharma n18g,12.105969,1.6432774
vantage airs monday to friday at 9 pm ist on firstpost across all leading platforms. ?,3,62,air india plane crash live 265 dead boeing dreamliner s black box recovered palki sharma n18g,11.952379,0.7597281
air india plane crash live 265 dead boeing dreamliner s black box recovered palki sharma n18g,-1,62,air india plane crash live 265 dead boeing dreamliner s black box recovered palki sharma n18g,1.3819569,4.0248713
an air india boeing 787 8 dreamliner carrying 242 people crashed immediately after take off from ahmedabad airport this afternoon in one of the worst ever aviation tragedies in india.,20,63,ahmedabad plane crash news air india flight with 242 onboard crashes in ahmedabad no survivors,-0.4458031,6.326828
there were 232 passengers and 10 crew on the flight which was headed to london.ahmedabad plane crash news air india flight with 242 onboard crashes in ahmedabad no survivors,23,63,ahmedabad plane crash news air india flight with 242 onboard crashes in ahmedabad no survivors,0.4249005,7.101647
ahmedabad plane crash an air india flight crashed near the ahmedabad airport today with initial inputs suggesting around 252 passengers were onboard.,23,64,breaking live london bound air india flight crashes near ahmedabad,-0.17731954,7.268319
the incident is believed to have occurred when the flight was taking off for london.,4,64,breaking live london bound air india flight crashes near ahmedabad,0.9750619,9.03585
heavy smoke is visible from dharpur near the meghaninagar area.,11,64,breaking live london bound air india flight crashes near ahmedabad,-2.1805933,3.6766436
the fire brigade has rushed to the spot and emergency response teams are being mobilised.,1,64,breaking live london bound air india flight crashes near ahmedabad,-0.7648136,2.285416
authorities are yet to confirm the cause of the crash.,14,64,breaking live london bound air india flight crashes near ahmedabad,0.42876276,3.427959
an air india plane with 242 people onboard on thursday crashed in gujarat s meghani nagar area near ahmedabad airport.,22,64,breaking live london bound air india flight crashes near ahmedabad,-0.63261765,7.8258758
visuals of the plane crash site shared on social media shows thick willow of smoke emanating from the area.,11,64,breaking live london bound air india flight crashes near ahmedabad,-1.7860419,3.2383912
the aircraft departed from ahmedabad at 1 39 pm from runway 23.,-1,64,breaking live london bound air india flight crashes near ahmedabad,0.47571683,5.991736
it crashed in just five minutes after take off according to details shared by the directorate general of civil aviation dgca .,10,64,breaking live london bound air india flight crashes near ahmedabad,-1.2892339,4.725368
so farm 30 deaths have been confirmed while several others have been taken to the hospital for treatment according to cnn news18.,21,64,breaking live london bound air india flight crashes near ahmedabad,1.9410253,6.766294
n18oc indiabreaking live london bound air india flight crashes near ahmedabad,-1,64,breaking live london bound air india flight crashes near ahmedabad,-0.4922261,7.097079
operating out of hyderabad rtv network covers news from every corner of telugu states.,3,65,air india flight 171 pilots last message live black box mayday call ahmedabad plane crash rtv,12.30516,-0.16948563
we at rtv network favour high quality programming and news rather than sensational infotainment.air india flight 171 pilots last message live black box mayday call ahmedabad plane crash rtv,-1,65,air india flight 171 pilots last message live black box mayday call ahmedabad plane crash rtv,1.1855185,5.142517
a british national has survived the air india plane crash according to indian media.,16,66,british national survives air india plane crash,2.8786855,6.705605
speaking to the hindustan times newspaper vishwash kumar ramesh said he heard a loud noise about 30 seconds after take off before the plane went down.british national survives air india plane crash,25,66,british national survives air india plane crash,-0.32547626,5.5198293
an air india plane destined for the u.k. crashed at ahmedabad airport in india with hundreds of passengers on board.,22,67,air india crash boeing 787 flight crashes in ahmedabad,-0.5409565,7.654585
the cause of the crash was not immediately known.,14,67,air india crash boeing 787 flight crashes in ahmedabad,0.425596,3.4281354
the aircraft is a boeing 787 8 dreamliner.air india crash boeing 787 flight crashes in ahmedabad,20,67,air india crash boeing 787 flight crashes in ahmedabad,-0.21102189,6.1272497
a london bound air india flight with reportedly 242 passengers on board crashes in ahmedabad shortly after take off.london bound air india flight crashes in ahmedabad,-1,68,london bound air india flight crashes in ahmedabad,-0.35054016,7.230753
an air india flight from ahmedabad to london crashed minutes after takeoff with 53 british passport holders onboard.,22,69,experts discuss what may have caused the crash of air india plane in ahmedabad minutes after takeoff,-0.533511,7.618346
the boeing 787 dreamliner lost power at a height of 425 feet and began a rapid vertical descent giving pilots less than a minute to react.,-1,69,experts discuss what may have caused the crash of air india plane in ahmedabad minutes after takeoff,1.0825561,8.518552
the plane crashed into a medical hostel building.,19,69,experts discuss what may have caused the crash of air india plane in ahmedabad minutes after takeoff,-1.0312779,6.2745676
while casualties are unconfirmed a help desk has been set up at gatwick airport for relatives.,-1,69,experts discuss what may have caused the crash of air india plane in ahmedabad minutes after takeoff,2.4064882,6.6318703
multiple agencies including air india british aviation authorities and the uk foreign office are involved in the response.experts discuss what may have caused the crash of air india plane in ahmedabad minutes after takeoff,13,69,experts discuss what may have caused the crash of air india plane in ahmedabad minutes after takeoff,0.93819505,4.3773437
more than 200 people have died after an air india plane crashed in the western indian city of ahmedabad a police officer has told reuters.,23,70,air india flight to london gatwick crashes in ahmedabad,0.1303823,7.501175
video obtained by local media showed the aircraft fly over a residential area called meghani nagar before crashing creating what appeared to be a large explosion.,10,70,air india flight to london gatwick crashes in ahmedabad,-1.3084954,4.1460233
photographs of the aftermath showed billowing smoke rising over the area and firefighters on charred streets.,11,70,air india flight to london gatwick crashes in ahmedabad,-1.7558745,3.213232
in another image people were seen assessing the damage while part of the mangled plane could be seen sticking out of a building.,11,70,air india flight to london gatwick crashes in ahmedabad,-1.6378099,3.2041538
more than 100 bodies most of them badly charred had been brought to the local government hospital for autopsy authorities said.,-1,70,air india flight to london gatwick crashes in ahmedabad,0.7523109,7.353073
air india s chair natarajan chandrasekaran described the incident as a tragic accident .,-1,70,air india flight to london gatwick crashes in ahmedabad,-0.121482365,5.2695785
the 242 people onboard the flight to gatwick airport included 217 adults and 11 children.,5,70,air india flight to london gatwick crashes in ahmedabad,1.8259085,8.755195
of them 169 were indian nationals 53 were britons seven portuguese and one canadian air india said.,6,70,air india flight to london gatwick crashes in ahmedabad,1.488822,8.047875
this is the first crash ever of a boeing 787 aircraft according to the aviation safety network database.air india flight to london gatwick crashes in ahmedabad,20,70,air india flight to london gatwick crashes in ahmedabad,-0.29451072,6.0808086
breaking news just coming in that an air india boeing 787 8 has crashed taking off from ahmedabad airport in india.air india boeing 787 crashes climbing out of ahmedabad airport,20,71,air india boeing 787 crashes climbing out of ahmedabad airport,-0.29771906,5.9969273
ahmedabad plane crash an air india flight crashed near the ahmedabad airport on thursday with initial inputs suggesting around 130 passengers were onboard.,23,72,ahmedabad plane crash live london bound air india flight crashes near ahmedabad airport n18l,-0.42311454,7.2482953
the incident is believed to have occurred when the flight was taking off for london.,4,72,ahmedabad plane crash live london bound air india flight crashes near ahmedabad airport n18l,0.977791,9.036432
heavy smoke is visible from dharpur near the meghaninagar area.,-1,72,ahmedabad plane crash live london bound air india flight crashes near ahmedabad airport n18l,-2.2094584,3.6979043
the fire brigade has rushed to the spot and emergency response teams are being mobilised.,1,72,ahmedabad plane crash live london bound air india flight crashes near ahmedabad airport n18l,-0.7305024,2.3195605
authorities are yet to confirm the cause of the crash.,14,72,ahmedabad plane crash live london bound air india flight crashes near ahmedabad airport n18l,0.4553922,3.4289224
more details awaited.,-1,72,ahmedabad plane crash live london bound air india flight crashes near ahmedabad airport n18l,1.002262,3.3788
n18oc indiaahmedabad plane crash live london bound air india flight crashes near ahmedabad airport n18l,-1,72,ahmedabad plane crash live london bound air india flight crashes near ahmedabad airport n18l,0.14452542,5.742097
air india flight 171 crashed leaving 242 passengers and crew feared dead.,23,73,air india flight 171 crashed leaving 241 passengers and crew feared dead,0.5848717,7.5533676
the tragedy has devastated families across india and abroad.,21,73,air india flight 171 crashed leaving 241 passengers and crew feared dead,1.8536675,6.088907
among the victims were a family of five from banswara a newly wed bride cabin crew members from manipur and british citizens.,21,73,air india flight 171 crashed leaving 241 passengers and crew feared dead,1.8906924,6.5680747
captain sabarwal with 8200 hours of experience was unable to save the flight.,17,73,air india flight 171 crashed leaving 241 passengers and crew feared dead,1.3899848,6.7179832
the disaster has left a nation in mourning with personal stories and last moments shared on social media.air india flight 171 crashed leaving 241 passengers and crew feared dead,21,73,air india flight 171 crashed leaving 241 passengers and crew feared dead,1.2443489,5.9034023
ahmedabad plane crash air india plane crash in ahmedabad news9 plane crash ahmedabad air india london bound flight ..............................................................................................,26,74,ahmedabad plane crash air india plane crash in ahmedabad live,0.27698323,5.675655
news9 is india s first fully integrated english news brand across all digital platforms.,7,74,ahmedabad plane crash air india plane crash in ahmedabad live,12.6346245,-0.55351114
it includes a publishing platform viz.,7,74,ahmedabad plane crash air india plane crash in ahmedabad live,12.659518,-0.54288703
ahmedabad plane crash air india plane crash in ahmedabad live,26,74,ahmedabad plane crash air india plane crash in ahmedabad live,0.2978117,5.528692
17 year old aryan asari who was on the roof of a house near ahmedabad airport on the day of the plane crash.,24,75,air india plane crash ai171 crash video aryan asari ahmedabad,1.3388906,5.724796
the video aryan made of the crash of air india s boeing 787 dreamliner went viral.,25,75,air india plane crash ai171 crash video aryan asari ahmedabad,-0.48363596,5.4439244
after the accident initially it was revealed from this video what exactly happened to this plane about us dainik jagran is the flagship brand of the company.,10,75,air india plane crash ai171 crash video aryan asari ahmedabad,-0.98195547,4.462709
in today s dynamic media world where consumers have an unprecedented array of choices dainik jagran stands out as a brand that is the choice of millions of indians as they start their day.,8,75,air india plane crash ai171 crash video aryan asari ahmedabad,12.337928,-0.76370984
with a readership of 5.59 cr it has been the largest read daily of india for the last consecutive 21 rounds of the indian readership survey irs .,8,75,air india plane crash ai171 crash video aryan asari ahmedabad,12.288522,-1.2435725
